"method","true_group","tau_true","iteration","estimate"
"Pooled","Group B (tau=4)",4,58,2.59117616988871
"DP Bayes","Group A (tau=2)",2,59,2.03429001244507
"Flexible","Group A (tau=2)",2,59,2.01706956167802
"L0 (L=0.5)","Group A (tau=2)",2,59,2.03902329657055
"Pooled","Group A (tau=2)",2,59,2.6513334801403
"DP Bayes","Group B (tau=4)",4,59,4.07954793086844
"Flexible","Group B (tau=4)",4,59,4.06776089862774
"L0 (L=0.5)","Group B (tau=4)",4,59,4.08005724180309
"Pooled","Group B (tau=4)",4,59,2.6513334801403
"DP Bayes","Group A (tau=2)",2,60,1.99286492509848
"Flexible","Group A (tau=2)",2,60,1.99652368237442
"L0 (L=0.5)","Group A (tau=2)",2,60,1.9900315573547
"Pooled","Group A (tau=2)",2,60,2.60545355246294
"DP Bayes","Group B (tau=4)",4,60,4.03666258321962
"Flexible","Group B (tau=4)",4,60,4.02085231968973
"L0 (L=0.5)","Group B (tau=4)",4,60,4.04143820771544
"Pooled","Group B (tau=4)",4,60,2.60545355246294
"DP Bayes","Group A (tau=2)",2,61,1.92553121889391
"Flexible","Group A (tau=2)",2,61,1.93235910156929
"L0 (L=0.5)","Group A (tau=2)",2,61,1.9232742847744
"Pooled","Group A (tau=2)",2,61,2.53794710562688
"DP Bayes","Group B (tau=4)",4,61,3.97107252096273
"Flexible","Group B (tau=4)",4,61,3.96518946777424
"L0 (L=0.5)","Group B (tau=4)",4,61,3.97218368761598
"Pooled","Group B (tau=4)",4,61,2.53794710562688
"DP Bayes","Group A (tau=2)",2,62,1.98560047786143
"Flexible","Group A (tau=2)",2,62,1.9869975109582
"L0 (L=0.5)","Group A (tau=2)",2,62,1.98855456541137
"Pooled","Group A (tau=2)",2,62,2.57826373926462
"DP Bayes","Group B (tau=4)",4,62,3.95735967553364
"Flexible","Group B (tau=4)",4,62,3.9587165246055
"L0 (L=0.5)","Group B (tau=4)",4,62,3.95425181158887
"Pooled","Group B (tau=4)",4,62,2.57826373926462
"DP Bayes","Group A (tau=2)",2,63,1.9447548197781
"Flexible","Group A (tau=2)",2,63,1.92949790900613
"L0 (L=0.5)","Group A (tau=2)",2,63,1.94030690544777
"Pooled","Group A (tau=2)",2,63,2.53635167750157
"DP Bayes","Group B (tau=4)",4,63,3.93213184543565
"Flexible","Group B (tau=4)",4,63,3.91395660733992
"L0 (L=0.5)","Group B (tau=4)",4,63,3.92712281229379
"Pooled","Group B (tau=4)",4,63,2.53635167750157
"DP Bayes","Group A (tau=2)",2,64,2.01942918455993
"Flexible","Group A (tau=2)",2,64,2.02924741171211
"L0 (L=0.5)","Group A (tau=2)",2,64,2.01897441199852
"Pooled","Group A (tau=2)",2,64,2.62522781170294
"DP Bayes","Group B (tau=4)",4,64,4.0400015510997
"Flexible","Group B (tau=4)",4,64,4.0498181800539
"L0 (L=0.5)","Group B (tau=4)",4,64,4.03981907767993
"Pooled","Group B (tau=4)",4,64,2.62522781170294
"DP Bayes","Group A (tau=2)",2,65,2.05101665662042
"Flexible","Group A (tau=2)",2,65,2.0464972822794
"L0 (L=0.5)","Group A (tau=2)",2,65,2.05480707449417
"Pooled","Group A (tau=2)",2,65,2.64101003660153
"DP Bayes","Group B (tau=4)",4,65,4.00636629257633
"Flexible","Group B (tau=4)",4,65,3.99429155718851
"L0 (L=0.5)","Group B (tau=4)",4,65,4.00881694818536
"Pooled","Group B (tau=4)",4,65,2.64101003660153
"DP Bayes","Group A (tau=2)",2,66,1.97713058832695
"Flexible","Group A (tau=2)",2,66,1.96921879656693
"L0 (L=0.5)","Group A (tau=2)",2,66,1.98318827956774
"Pooled","Group A (tau=2)",2,66,2.60963384006872
"DP Bayes","Group B (tau=4)",4,66,4.07699707502455
"Flexible","Group B (tau=4)",4,66,4.06021247201326
"L0 (L=0.5)","Group B (tau=4)",4,66,4.07134014790434
"Pooled","Group B (tau=4)",4,66,2.60963384006872
"DP Bayes","Group A (tau=2)",2,67,2.00202570758041
"Flexible","Group A (tau=2)",2,67,1.96849831458057
"L0 (L=0.5)","Group A (tau=2)",2,67,1.97438294859543
"Pooled","Group A (tau=2)",2,67,2.59769280384957
"DP Bayes","Group B (tau=4)",4,67,3.98267455449884
"Flexible","Group B (tau=4)",4,67,3.96237730525373
"L0 (L=0.5)","Group B (tau=4)",4,67,3.99050772105232
"Pooled","Group B (tau=4)",4,67,2.59769280384957
"DP Bayes","Group A (tau=2)",2,68,2.05668714428462
"Flexible","Group A (tau=2)",2,68,2.05170630523114
"L0 (L=0.5)","Group A (tau=2)",2,68,2.06062847010905
"Pooled","Group A (tau=2)",2,68,2.6604961480232
"DP Bayes","Group B (tau=4)",4,68,4.05351928174247
"Flexible","Group B (tau=4)",4,68,4.00304647675077
"L0 (L=0.5)","Group B (tau=4)",4,68,4.06018739648954
"Pooled","Group B (tau=4)",4,68,2.6604961480232
"DP Bayes","Group A (tau=2)",2,69,2.02310938214798
"Flexible","Group A (tau=2)",2,69,2.00778685201994
"L0 (L=0.5)","Group A (tau=2)",2,69,2.02038908943633
"Pooled","Group A (tau=2)",2,69,2.63708012718832
"DP Bayes","Group B (tau=4)",4,69,4.07654800911929
"Flexible","Group B (tau=4)",4,69,4.10229143473612
"L0 (L=0.5)","Group B (tau=4)",4,69,4.07602588194294
"Pooled","Group B (tau=4)",4,69,2.63708012718832
"DP Bayes","Group A (tau=2)",2,70,1.93181556336913
"Flexible","Group A (tau=2)",2,70,1.92798805925875
"L0 (L=0.5)","Group A (tau=2)",2,70,1.93071549541325
"Pooled","Group A (tau=2)",2,70,2.51046512539842
"DP Bayes","Group B (tau=4)",4,70,3.8635525937929
"Flexible","Group B (tau=4)",4,70,3.85940546713895
"L0 (L=0.5)","Group B (tau=4)",4,70,3.8632142620305
"Pooled","Group B (tau=4)",4,70,2.51046512539842
"DP Bayes","Group A (tau=2)",2,71,2.04916005445223
"Flexible","Group A (tau=2)",2,71,2.02182352547115
"L0 (L=0.5)","Group A (tau=2)",2,71,2.04617104381587
"Pooled","Group A (tau=2)",2,71,2.62210171335465
"DP Bayes","Group B (tau=4)",4,71,3.96715225363748
"Flexible","Group B (tau=4)",4,71,3.92926825098009
"L0 (L=0.5)","Group B (tau=4)",4,71,3.96593994227849
"Pooled","Group B (tau=4)",4,71,2.62210171335465
"DP Bayes","Group A (tau=2)",2,72,1.994164940583
"Flexible","Group A (tau=2)",2,72,1.97887844020821
"L0 (L=0.5)","Group A (tau=2)",2,72,1.99254345650291
"Pooled","Group A (tau=2)",2,72,2.5774111187707
"DP Bayes","Group B (tau=4)",4,72,3.94426404155986
"Flexible","Group B (tau=4)",4,72,3.91432426839058
"L0 (L=0.5)","Group B (tau=4)",4,72,3.94210233072884
"Pooled","Group B (tau=4)",4,72,2.5774111187707
"DP Bayes","Group A (tau=2)",2,73,2.00051602438221
"Flexible","Group A (tau=2)",2,73,2.00537013541277
"L0 (L=0.5)","Group A (tau=2)",2,73,2.00532414223507
"Pooled","Group A (tau=2)",2,73,2.58398618374198
"DP Bayes","Group B (tau=4)",4,73,3.9417953021172
"Flexible","Group B (tau=4)",4,73,3.92953440026865
"L0 (L=0.5)","Group B (tau=4)",4,73,3.93419761392474
"Pooled","Group B (tau=4)",4,73,2.58398618374198
"DP Bayes","Group A (tau=2)",2,74,2.04472193030499
"Flexible","Group A (tau=2)",2,74,2.05816047518352
"L0 (L=0.5)","Group A (tau=2)",2,74,2.03929303965246
"Pooled","Group A (tau=2)",2,74,2.64705183866649
"DP Bayes","Group B (tau=4)",4,74,4.06458684315656
"Flexible","Group B (tau=4)",4,74,4.06854568021717
"L0 (L=0.5)","Group B (tau=4)",4,74,4.06515570303256
"Pooled","Group B (tau=4)",4,74,2.64705183866649
"DP Bayes","Group A (tau=2)",2,75,1.97691443208277
"Flexible","Group A (tau=2)",2,75,1.98715428355239
"L0 (L=0.5)","Group A (tau=2)",2,75,1.97375638303329
"Pooled","Group A (tau=2)",2,75,2.57296625013117
"DP Bayes","Group B (tau=4)",4,75,3.96778124235554
"Flexible","Group B (tau=4)",4,75,3.96934375697546
"L0 (L=0.5)","Group B (tau=4)",4,75,3.9711226066929
"Pooled","Group B (tau=4)",4,75,2.57296625013117
"DP Bayes","Group A (tau=2)",2,76,1.96849470960865
"Flexible","Group A (tau=2)",2,76,1.95832368118286
"L0 (L=0.5)","Group A (tau=2)",2,76,1.97530575453399
"Pooled","Group A (tau=2)",2,76,2.55272753914295
"DP Bayes","Group B (tau=4)",4,76,3.89986057720455
"Flexible","Group B (tau=4)",4,76,3.8894686860268
"L0 (L=0.5)","Group B (tau=4)",4,76,3.90004503656389
"Pooled","Group B (tau=4)",4,76,2.55272753914295
"DP Bayes","Group A (tau=2)",2,77,1.96559268499978
"Flexible","Group A (tau=2)",2,77,1.97517570666589
"L0 (L=0.5)","Group A (tau=2)",2,77,1.96816383823342
"Pooled","Group A (tau=2)",2,77,2.57388802773213
"DP Bayes","Group B (tau=4)",4,77,3.98728145921036
"Flexible","Group B (tau=4)",4,77,3.98531247147335
"L0 (L=0.5)","Group B (tau=4)",4,77,3.9872444698958
"Pooled","Group B (tau=4)",4,77,2.57388802773213
"DP Bayes","Group A (tau=2)",2,78,1.97891813109839
"Flexible","Group A (tau=2)",2,78,1.97923655719442
"L0 (L=0.5)","Group A (tau=2)",2,78,1.9763169186228
"Pooled","Group A (tau=2)",2,78,2.58905357890655
"DP Bayes","Group B (tau=4)",4,78,4.02414296463853
"Flexible","Group B (tau=4)",4,78,4.02712661063905
"L0 (L=0.5)","Group B (tau=4)",4,78,4.01877245290199
"Pooled","Group B (tau=4)",4,78,2.58905357890655
"DP Bayes","Group A (tau=2)",2,79,1.98357701386745
"Flexible","Group A (tau=2)",2,79,2.00794300816163
"L0 (L=0.5)","Group A (tau=2)",2,79,1.98482165375425
"Pooled","Group A (tau=2)",2,79,2.58518835917972
"DP Bayes","Group B (tau=4)",4,79,3.98523999694663
"Flexible","Group B (tau=4)",4,79,3.98624692770835
"L0 (L=0.5)","Group B (tau=4)",4,79,3.98604400517246
"Pooled","Group B (tau=4)",4,79,2.58518835917972
"DP Bayes","Group A (tau=2)",2,80,1.99390682260588
"Flexible","Group A (tau=2)",2,80,1.9782299942667
"L0 (L=0.5)","Group A (tau=2)",2,80,1.99729946864971
"Pooled","Group A (tau=2)",2,80,2.60483107674182
"DP Bayes","Group B (tau=4)",4,80,4.01464549379553
"Flexible","Group B (tau=4)",4,80,4.02559965080153
"L0 (L=0.5)","Group B (tau=4)",4,80,4.02240482895674
"Pooled","Group B (tau=4)",4,80,2.60483107674182
"DP Bayes","Group A (tau=2)",2,81,2.04639804929894
"Flexible","Group A (tau=2)",2,81,2.03284703560854
"L0 (L=0.5)","Group A (tau=2)",2,81,2.04145856873189
"Pooled","Group A (tau=2)",2,81,2.63679972394163
"DP Bayes","Group B (tau=4)",4,81,4.03412458879526
"Flexible","Group B (tau=4)",4,81,4.01029311134451
"L0 (L=0.5)","Group B (tau=4)",4,81,4.0259290860977
"Pooled","Group B (tau=4)",4,81,2.63679972394163
"DP Bayes","Group A (tau=2)",2,82,1.9927294377428
"Flexible","Group A (tau=2)",2,82,2.02540256252905
"L0 (L=0.5)","Group A (tau=2)",2,82,1.99449336649428
"Pooled","Group A (tau=2)",2,82,2.60256338360088
"DP Bayes","Group B (tau=4)",4,82,4.01405261363293
"Flexible","Group B (tau=4)",4,82,4.07727039810888
"L0 (L=0.5)","Group B (tau=4)",4,82,4.02139342351626
"Pooled","Group B (tau=4)",4,82,2.60256338360088
"DP Bayes","Group A (tau=2)",2,83,2.01108196558828
"Flexible","Group A (tau=2)",2,83,2.0113551192771
"L0 (L=0.5)","Group A (tau=2)",2,83,2.00833985572113
"Pooled","Group A (tau=2)",2,83,2.60338397700621
"DP Bayes","Group B (tau=4)",4,83,3.99231723227673
"Flexible","Group B (tau=4)",4,83,3.98667249808394
"L0 (L=0.5)","Group B (tau=4)",4,83,3.99182026000475
"Pooled","Group B (tau=4)",4,83,2.60338397700621
"DP Bayes","Group A (tau=2)",2,84,1.93756787147098
"Flexible","Group A (tau=2)",2,84,1.91700140041225
"L0 (L=0.5)","Group A (tau=2)",2,84,1.93863498579241
"Pooled","Group A (tau=2)",2,84,2.55270312966261
"DP Bayes","Group B (tau=4)",4,84,3.98768357056227
"Flexible","Group B (tau=4)",4,84,4.00413720329332
"L0 (L=0.5)","Group B (tau=4)",4,84,3.98552879869306
"Pooled","Group B (tau=4)",4,84,2.55270312966261
"DP Bayes","Group A (tau=2)",2,85,1.9953485147422
"Flexible","Group A (tau=2)",2,85,2.01736168765381
"L0 (L=0.5)","Group A (tau=2)",2,85,1.99964246562309
"Pooled","Group A (tau=2)",2,85,2.59525327794202
"DP Bayes","Group B (tau=4)",4,85,3.98461123423745
"Flexible","Group B (tau=4)",4,85,4.04887838401514
"L0 (L=0.5)","Group B (tau=4)",4,85,3.98501184001953
"Pooled","Group B (tau=4)",4,85,2.59525327794202
"DP Bayes","Group A (tau=2)",2,86,2.00537259197269
"Flexible","Group A (tau=2)",2,86,2.02129660003265
"L0 (L=0.5)","Group A (tau=2)",2,86,2.00808211196498
"Pooled","Group A (tau=2)",2,86,2.58681879234477
"DP Bayes","Group B (tau=4)",4,86,3.92742148814063
"Flexible","Group B (tau=4)",4,86,3.9474805935679
"L0 (L=0.5)","Group B (tau=4)",4,86,3.93720437989762
"Pooled","Group B (tau=4)",4,86,2.58681879234477
"DP Bayes","Group A (tau=2)",2,87,1.98222932683263
"Flexible","Group A (tau=2)",2,87,2.00136950726153
"L0 (L=0.5)","Group A (tau=2)",2,87,1.98373908260546
"Pooled","Group A (tau=2)",2,87,2.59641033953503
"DP Bayes","Group B (tau=4)",4,87,4.02658673629926
"Flexible","Group B (tau=4)",4,87,4.06978467630085
"L0 (L=0.5)","Group B (tau=4)",4,87,4.02597660570403
"Pooled","Group B (tau=4)",4,87,2.59641033953503
"DP Bayes","Group A (tau=2)",2,88,2.02809103300159
"Flexible","Group A (tau=2)",2,88,2.02226914259752
"L0 (L=0.5)","Group A (tau=2)",2,88,2.02693656832169
"Pooled","Group A (tau=2)",2,88,2.61747416742855
"DP Bayes","Group B (tau=4)",4,88,4.00051435615185
"Flexible","Group B (tau=4)",4,88,3.98822767162114
"L0 (L=0.5)","Group B (tau=4)",4,88,3.99539523201121
"Pooled","Group B (tau=4)",4,88,2.61747416742855
"DP Bayes","Group A (tau=2)",2,89,2.01958225342916
"Flexible","Group A (tau=2)",2,89,2.02855603373898
"L0 (L=0.5)","Group A (tau=2)",2,89,2.01724719147868
"Pooled","Group A (tau=2)",2,89,2.61369116429712
"DP Bayes","Group B (tau=4)",4,89,4.0005721017642
"Flexible","Group B (tau=4)",4,89,4.02894680075987
"L0 (L=0.5)","Group B (tau=4)",4,89,4.00539376754016
"Pooled","Group B (tau=4)",4,89,2.61369116429712
"DP Bayes","Group A (tau=2)",2,90,1.9368397717292
"Flexible","Group A (tau=2)",2,90,1.91043690193363
"L0 (L=0.5)","Group A (tau=2)",2,90,1.94119517021556
"Pooled","Group A (tau=2)",2,90,2.54350834684402
"DP Bayes","Group B (tau=4)",4,90,3.94877918444272
"Flexible","Group B (tau=4)",4,90,3.9059522076481
"L0 (L=0.5)","Group B (tau=4)",4,90,3.9489057589771
"Pooled","Group B (tau=4)",4,90,2.54350834684402
"DP Bayes","Group A (tau=2)",2,91,2.00739231888727
"Flexible","Group A (tau=2)",2,91,2.02626327187825
"L0 (L=0.5)","Group A (tau=2)",2,91,2.01173612925867
"Pooled","Group A (tau=2)",2,91,2.62111401847755
"DP Bayes","Group B (tau=4)",4,91,4.04332236539875
"Flexible","Group B (tau=4)",4,91,4.05401458145407
"L0 (L=0.5)","Group B (tau=4)",4,91,4.04299575998831
"Pooled","Group B (tau=4)",4,91,2.62111401847755
"DP Bayes","Group A (tau=2)",2,92,2.03654012367626
"Flexible","Group A (tau=2)",2,92,2.04495461500553
"L0 (L=0.5)","Group A (tau=2)",2,92,2.03487710037605
"Pooled","Group A (tau=2)",2,92,2.61288286637147
"DP Bayes","Group B (tau=4)",4,92,3.96869530368544
"Flexible","Group B (tau=4)",4,92,3.9720228643528
"L0 (L=0.5)","Group B (tau=4)",4,92,3.96156298702741
"Pooled","Group B (tau=4)",4,92,2.61288286637147
"DP Bayes","Group A (tau=2)",2,93,2.03382006682892
"Flexible","Group A (tau=2)",2,93,2.01643659079764
"L0 (L=0.5)","Group A (tau=2)",2,93,2.04020799231681
"Pooled","Group A (tau=2)",2,93,2.63584793267825
"DP Bayes","Group B (tau=4)",4,93,4.02410639287686
"Flexible","Group B (tau=4)",4,93,4.00262456313853
"L0 (L=0.5)","Group B (tau=4)",4,93,4.02567446018829
"Pooled","Group B (tau=4)",4,93,2.63584793267825
"DP Bayes","Group A (tau=2)",2,94,2.02435192145441
"Flexible","Group A (tau=2)",2,94,2.04131639253678
"L0 (L=0.5)","Group A (tau=2)",2,94,2.02854110420218
"Pooled","Group A (tau=2)",2,94,2.63037076118052
"DP Bayes","Group B (tau=4)",4,94,4.02473941108157
"Flexible","Group B (tau=4)",4,94,4.07427598409926
"L0 (L=0.5)","Group B (tau=4)",4,94,4.03463996079666
"Pooled","Group B (tau=4)",4,94,2.63037076118052
"DP Bayes","Group A (tau=2)",2,95,1.9631503339198
"Flexible","Group A (tau=2)",2,95,1.96521841423511
"L0 (L=0.5)","Group A (tau=2)",2,95,1.96501561671067
"Pooled","Group A (tau=2)",2,95,2.55809810471878
"DP Bayes","Group B (tau=4)",4,95,3.93760374295665
"Flexible","Group B (tau=4)",4,95,3.98454132520121
"L0 (L=0.5)","Group B (tau=4)",4,95,3.94195724340434
"Pooled","Group B (tau=4)",4,95,2.55809810471878
"DP Bayes","Group A (tau=2)",2,96,1.98459961888445
"Flexible","Group A (tau=2)",2,96,1.9755650219626
"L0 (L=0.5)","Group A (tau=2)",2,96,1.98386743375141
"Pooled","Group A (tau=2)",2,96,2.60138594858011
"DP Bayes","Group B (tau=4)",4,96,4.03332584819122
"Flexible","Group B (tau=4)",4,96,4.02898451849825
"L0 (L=0.5)","Group B (tau=4)",4,96,4.04226248318041
"Pooled","Group B (tau=4)",4,96,2.60138594858011
"DP Bayes","Group A (tau=2)",2,97,2.04954969429758
"Flexible","Group A (tau=2)",2,97,2.07749195809215
"L0 (L=0.5)","Group A (tau=2)",2,97,2.04982345095694
"Pooled","Group A (tau=2)",2,97,2.67697185327669
"DP Bayes","Group B (tau=4)",4,97,4.14426391105263
"Flexible","Group B (tau=4)",4,97,4.17032758594758
"L0 (L=0.5)","Group B (tau=4)",4,97,4.14031812535609
"Pooled","Group B (tau=4)",4,97,2.67697185327669
"DP Bayes","Group A (tau=2)",2,98,1.95577064416185
"Flexible","Group A (tau=2)",2,98,1.92595040351182
"L0 (L=0.5)","Group A (tau=2)",2,98,1.94933013494769
"Pooled","Group A (tau=2)",2,98,2.53807315512106
"DP Bayes","Group B (tau=4)",4,98,3.90697172388024
"Flexible","Group B (tau=4)",4,98,3.89364889319855
"L0 (L=0.5)","Group B (tau=4)",4,98,3.9118068688589
"Pooled","Group B (tau=4)",4,98,2.53807315512106
"DP Bayes","Group A (tau=2)",2,99,2.0580183828213
"Flexible","Group A (tau=2)",2,99,2.07474104537971
"L0 (L=0.5)","Group A (tau=2)",2,99,2.0567835389265
"Pooled","Group A (tau=2)",2,99,2.65666926499725
"DP Bayes","Group B (tau=4)",4,99,4.05737211402406
"Flexible","Group B (tau=4)",4,99,4.08154707160469
"L0 (L=0.5)","Group B (tau=4)",4,99,4.05640262582899
"Pooled","Group B (tau=4)",4,99,2.65666926499725
"DP Bayes","Group A (tau=2)",2,100,2.08053018424782
"Flexible","Group A (tau=2)",2,100,2.10076566671932
"L0 (L=0.5)","Group A (tau=2)",2,100,2.08110684444713
"Pooled","Group A (tau=2)",2,100,2.66416456898642
"DP Bayes","Group B (tau=4)",4,100,4.02476229143574
"Flexible","Group B (tau=4)",4,100,4.09898350374779
"L0 (L=0.5)","Group B (tau=4)",4,100,4.02463259291143
"Pooled","Group B (tau=4)",4,100,2.66416456898642
"DP Bayes","Group A (tau=2)",2,101,1.97856242370297
"Flexible","Group A (tau=2)",2,101,2.00444409181833
"L0 (L=0.5)","Group A (tau=2)",2,101,1.98014477075978
"Pooled","Group A (tau=2)",2,101,2.58841471098505
"DP Bayes","Group B (tau=4)",4,101,4.00768362427772
"Flexible","Group B (tau=4)",4,101,4.06032406443777
"L0 (L=0.5)","Group B (tau=4)",4,101,4.00771123817734
"Pooled","Group B (tau=4)",4,101,2.58841471098505
"DP Bayes","Group A (tau=2)",2,102,1.94478439899299
"Flexible","Group A (tau=2)",2,102,1.941867459786
"L0 (L=0.5)","Group A (tau=2)",2,102,1.94106965433432
"Pooled","Group A (tau=2)",2,102,2.56455079226315
"DP Bayes","Group B (tau=4)",4,102,4.01856563263029
"Flexible","Group B (tau=4)",4,102,4.01499806929952
"L0 (L=0.5)","Group B (tau=4)",4,102,4.0193401140971
"Pooled","Group B (tau=4)",4,102,2.56455079226315
"DP Bayes","Group A (tau=2)",2,103,2.00522183150009
"Flexible","Group A (tau=2)",2,103,2.00328023268464
"L0 (L=0.5)","Group A (tau=2)",2,103,2.00925771614776
"Pooled","Group A (tau=2)",2,103,2.60792720877207
"DP Bayes","Group B (tau=4)",4,103,3.99714568984765
"Flexible","Group B (tau=4)",4,103,3.99860556979131
"L0 (L=0.5)","Group B (tau=4)",4,103,4.00482269156212
"Pooled","Group B (tau=4)",4,103,2.60792720877207
"DP Bayes","Group A (tau=2)",2,104,1.96076070119047
"Flexible","Group A (tau=2)",2,104,1.97422617099211
"L0 (L=0.5)","Group A (tau=2)",2,104,1.96344462032944
"Pooled","Group A (tau=2)",2,104,2.5744750870118
"DP Bayes","Group B (tau=4)",4,104,4.00066729250713
"Flexible","Group B (tau=4)",4,104,4.01038453462003
"L0 (L=0.5)","Group B (tau=4)",4,104,4.00021284260396
"Pooled","Group B (tau=4)",4,104,2.5744750870118
"DP Bayes","Group A (tau=2)",2,105,1.9619399584226
"Flexible","Group A (tau=2)",2,105,1.9724042844613
"L0 (L=0.5)","Group A (tau=2)",2,105,1.96108538270469
"Pooled","Group A (tau=2)",2,105,2.57951848414292
"DP Bayes","Group B (tau=4)",4,105,4.02211430376414
"Flexible","Group B (tau=4)",4,105,4.05444294518456
"L0 (L=0.5)","Group B (tau=4)",4,105,4.02252905416544
"Pooled","Group B (tau=4)",4,105,2.57951848414292
"DP Bayes","Group A (tau=2)",2,106,1.98939051192449
"Flexible","Group A (tau=2)",2,106,1.99168242188863
"L0 (L=0.5)","Group A (tau=2)",2,106,1.97930239288034
"Pooled","Group A (tau=2)",2,106,2.57407255040171
"DP Bayes","Group B (tau=4)",4,106,3.97187978501369
"Flexible","Group B (tau=4)",4,106,3.96711091272962
"L0 (L=0.5)","Group B (tau=4)",4,106,3.96186958461827
"Pooled","Group B (tau=4)",4,106,2.57407255040171
"DP Bayes","Group A (tau=2)",2,107,2.07671982892887
"Flexible","Group A (tau=2)",2,107,2.06764107783117
"L0 (L=0.5)","Group A (tau=2)",2,107,2.07232165175747
"Pooled","Group A (tau=2)",2,107,2.64372976920681
"DP Bayes","Group B (tau=4)",4,107,3.98229549744696
"Flexible","Group B (tau=4)",4,107,4.02670310922239
"L0 (L=0.5)","Group B (tau=4)",4,107,3.9770153765886
"Pooled","Group B (tau=4)",4,107,2.64372976920681
"DP Bayes","Group A (tau=2)",2,108,1.97810459319804
"Flexible","Group A (tau=2)",2,108,1.95939375776203
"L0 (L=0.5)","Group A (tau=2)",2,108,1.9808832265235
"Pooled","Group A (tau=2)",2,108,2.5857780809532
"DP Bayes","Group B (tau=4)",4,108,3.99806065919449
"Flexible","Group B (tau=4)",4,108,3.95205155986463
"L0 (L=0.5)","Group B (tau=4)",4,108,3.99719940795585
"Pooled","Group B (tau=4)",4,108,2.5857780809532
"DP Bayes","Group A (tau=2)",2,109,1.97464955020864
"Flexible","Group A (tau=2)",2,109,1.98579687855744
"L0 (L=0.5)","Group A (tau=2)",2,109,1.97604492019788
"Pooled","Group A (tau=2)",2,109,2.58353381044109
"DP Bayes","Group B (tau=4)",4,109,3.99750367741828
"Flexible","Group B (tau=4)",4,109,4.01359328074425
"L0 (L=0.5)","Group B (tau=4)",4,109,4.00100788767524
"Pooled","Group B (tau=4)",4,109,2.58353381044109
"DP Bayes","Group A (tau=2)",2,110,2.02536273313067
"Flexible","Group A (tau=2)",2,110,2.04377276407732
"L0 (L=0.5)","Group A (tau=2)",2,110,2.02038763876875
"Pooled","Group A (tau=2)",2,110,2.59734189521716
"DP Bayes","Group B (tau=4)",4,110,3.94647591179142
"Flexible","Group B (tau=4)",4,110,4.00306126197723
"L0 (L=0.5)","Group B (tau=4)",4,110,3.94356849359677
"Pooled","Group B (tau=4)",4,110,2.59734189521716
"DP Bayes","Group A (tau=2)",2,111,1.97189143116758
"Flexible","Group A (tau=2)",2,111,1.96493902272751
"L0 (L=0.5)","Group A (tau=2)",2,111,1.97482417170975
